,Phrase,Count,PMI
5457,"('structure', 'of')",16,2.290897543798117
4713,"('gain', 'an')",16,2.7324976323525405
2606,"('reach', 'success')",16,4.170565273588231
4674,"('and', 'decreased')",16,2.7518341587719597
1098,"('agree', 'with')",16,5.9771922452264725
1964,"('are', 'usually')",16,4.792185578098916
458,"('drama', 'classes')",16,7.758600943886373
3532,"('to', 'navigate')",16,3.4633470228160768
3505,"('my', 'knowledge')",16,3.476917535370557
3506,"('personal', 'success')",16,3.476286078523575
2608,"('sides', 'of')",16,4.169218987209863
4697,"('a', 'critical')",16,2.739708228762474
6776,"('also', 'make')",16,1.426584003436279
3512,"('the', 'debt')",16,3.474251799154949
1968,"('is', 'largely')",16,4.787748107764106
3513,"('the', 'fire')",16,3.474251799154949
7400,"('as', 'many')",16,0.9022267624864959
2302,"('learning', 'provides')",16,4.435108479184201
5996,"('making', 'our')",16,1.983760574819133
3563,"('states', ',')",16,3.437474925542098
4749,"('student', 'has')",16,2.7109079340647817
3631,"('their', 'opinions')",16,3.3953058146691966
6751,"('comfort', 'and')",16,1.4441667570097678
3439,"('our', 'parents')",16,3.5229712674354303
7477,"('but', 'with')",16,0.7997727072372385
1941,"('too', 'many')",16,4.825108913058273
1576,"('negative', 'first')",16,5.255346114915504
7349,"('made', 'in')",16,0.94100754293585
5427,"('identity', 'and')",16,2.307532064987921
7462,"('them', 'an')",16,0.8125508839185756
8202,"('you', 'for')",16,-0.42630988956365456
7372,"('students', 'but')",16,0.9241097993970513
401,"('lasting', 'impression')",16,7.983288491232907
2581,"('establishing', 'a')",16,4.191404198620166
4741,"('attitude', 'has')",16,2.714375952659985
3454,"('illustrate', 'the')",16,3.5160719748495772
3575,"('positive', 'first')",16,3.43000722678811
5998,"('i', 'should')",16,1.9829090620766152
8301,"(',', 'this')",16,-0.7009391031549974
6761,"('impact', 'that')",16,1.436443136224593
1996,"('participation', 'in')",16,4.738020520771997
3719,"('be', 'said')",16,3.3426816751426713
5927,"('however', 'i')",16,2.0202572208489187
8315,"('to', 'online')",16,-0.7405253105495753
6376,"('system', 'in')",16,1.7380205207719968
8469,"('activities', 'the')",16,-1.4839280251504228
5381,"('early', 'on')",16,2.332205660778321
7607,"('learning', 'students')",16,0.6339237873032921
238,"('finishing', 'high')",16,8.730082104951189
4481,"('the', 'speed')",16,2.875614361536716
262,"('popular', 'option')",16,8.602613334206143
1355,"('classroom', 'environment')",16,5.5503443534280485
243,"('worked', 'hard')",16,8.696513641433336
1679,"('a', 'timely')",16,5.108942038428193
2500,"('by', 'using')",16,4.261673386753163
3743,"('ambition', 'and')",16,3.3250194917167626
6693,"('art', 'and')",16,1.4828991514984828
7578,"('the', 'level')",16,0.6668968770973436
4886,"('have', 'come')",16,2.6265347446715417
4932,"('student', 'may')",16,2.5953064481542327
7215,"('others', 'it')",16,1.0531171423711783
3733,"('history', ',')",16,3.3343814325779952
639,"('self', 'care')",16,7.062619010138334
1352,"('suitable', 'for')",16,5.551733162777587
7617,"('individuals', 'in')",16,0.6281028286939616
8177,"('school', 'as')",16,-0.34317684024087214
6839,"('and', 'try')",16,1.3696885410504933
8127,"('long', 'and')",16,-0.22431909927367144
4482,"('resilient', 'and')",16,2.8752165742772426
3768,"('them', 'stay')",16,3.3072762024153946
4866,"('during', 'school')",16,2.6377459225639797
7598,"('the', 'longer')",16,0.6435328840318348
4463,"('on', 'tasks')",16,2.884514944180726
3257,"('in', 'general')",16,3.6676311928805987
7242,"('the', 'influence')",16,1.0336792077689694
260,"('early', 'graduation')",16,8.611738862708748
641,"('numerous', 'advantages')",16,7.059652210045165
3772,"('consider', 'when')",16,3.2966318689203646
1864,"('our', 'actions')",16,4.901482890689159
3279,"('can', 'significantly')",16,3.652728526456091
6840,"('setting', 'can')",16,1.369088916293105
4972,"('mindset', 'and')",16,2.574047039556678
697,"('i', 'chose')",16,6.889799657685135
8553,"('to', 'you')",16,-2.2923036081887176
3724,"('in', 'reality')",16,3.3411303682034124
5911,"('for', 'her')",16,2.0281712067205753
3778,"('isolation', 'and')",16,3.290254073556085
2496,"('achieve', 'my')",16,4.2644033516920565
5390,"('students', 'get')",16,2.326742277785115
1870,"('muscles', ',')",16,4.89468187906488
3233,"('conform', 'to')",16,3.6857394441525244
690,"('major', 'impact')",16,6.9146367554368275
1041,"('connecting', 'with')",16,6.0703016496179565
5912,"('of', 'resilience')",16,2.027863137964321
1040,"('older', 'student')",16,6.070480803337276
4685,"('the', 'rules')",16,2.7455538209723436
7639,"('of', 'focus')",16,0.5949037306882161
8220,"('those', 'of')",16,-0.46441736024698343
7186,"('school', 'has')",16,1.0855279753490912
2713,"('ultimately', 'lead')",16,4.087224996691443
6372,"('commitment', 'and')",16,1.7400569909956083
7233,"('choose', 'the')",16,1.0412923918788444
2109,"('sign', 'of')",16,4.612825638685479
1874,"('classes', 'offer')",16,4.892986623856373
7577,"('goals', 'that')",16,0.6687510264261256
4882,"('many', 'positive')",16,2.6286289555648388
2091,"('how', 'hard')",16,4.628394487166766
7603,"('to', 'believe')",16,0.6384337293741673
3298,"('strategies', 'for')",16,3.638444795970919
6561,"('students', 'learn')",15,1.592678164704715
2635,"('be', 'influenced')",15,4.145235610936453
5534,"('and', 'wisdom')",15,2.24961208905874
1278,"('in', 'spite')",15,5.644911116380513
8016,"('as', 'important')",15,0.0017624360374064452
5345,"('consideration', 'of')",15,2.3562175020111162
2311,"('great', 'example')",15,4.424230569856547
8126,"('as', 'time')",15,-0.22247576660030433
1081,"('well', 'known')",15,6.00360732376339
995,"('she', 'had')",15,6.160947448837167
2405,"('often', 'used')",15,4.348241014840482
5350,"('person', 'they')",15,2.352269727382467
6948,"('try', 'and')",15,1.2765791366590094
5452,"('s', 'goals')",15,2.2942209081354683
2717,"('extra', 'help')",15,4.081828626807631
5361,"('life', 'but')",15,2.342369177152868
7979,"('the', 'growth')",15,0.0883606455356194
8114,"('out', 'a')",15,-0.20225964986611444
5785,"('to', 'fully')",15,2.1072032125907967
5453,"('make', 'your')",15,2.293742103971237
1107,"('praising', 'students')",15,5.964025813636351
5635,"('and', 'engaged')",15,2.197144669164601
6781,"('of', 'trying')",15,1.4221054376675717
8503,"('of', 'you')",15,-1.7213612238810434
1295,"('look', 'up')",15,5.619321800028597
1182,"('year', 'early')",15,5.821893708939591
5367,"('playing', 'a')",15,2.3402675845346437
1285,"('by', 'offering')",15,5.636068901534657
5369,"('their', 'advice')",15,2.3398668282437676
1280,"('resulted', 'in')",15,5.644911116380513
2605,"('its', 'use')",15,4.171248405528047
6772,"('and', 'encourages')",15,1.4295907551649734
5683,"('demonstrate', 'the')",15,2.170575408823808
1365,"('feedback', 'from')",15,5.533685120848332
2278,"('sensation', 'of')",15,4.463132705927627
2401,"('academic', 'goals')",15,4.349187367353398
1090,"('term', 'goals')",15,5.991293775178164
6537,"('in', 'times')",15,1.609287206649789
8138,"('that', 'life')",15,-0.2621856522472328
1351,"('specialize', 'in')",15,5.551801711989029
2701,"('class', 'time')",15,4.095856077880917
1068,"('more', 'advanced')",15,6.026802113132909
5496,"('and', 'engagement')",15,2.267533997055999
5725,"('stress', 'for')",15,2.1415126797965165
5519,"('by', 'those')",15,2.254819715712099
5406,"('everyone', 'can')",15,2.3153119242997207
2543,"('children', 's')",15,4.226202484706818
5735,"('is', 'never')",15,2.1379098833804093
6895,"('in', 'ourselves')",15,1.3181820352293272
6812,"('future', 'it')",15,1.39465352188369
8119,"('even', 'a')",15,-0.20655978729973867
6829,"('life', 'we')",15,1.3764055011522842
2471,"('only', 'through')",15,4.278897707778054
2756,"('emphasizes', 'the')",15,4.050993793071136
8106,"('setting', 'the')",15,-0.16553162123331688
2323,"('to', 'adapt')",15,4.412057794119221
2526,"('successful', 'career')",15,4.241421429630321
2686,"('career', 'opportunities')",15,4.103456169585556
5400,"(',', 'several')",15,2.3178933097894223
2265,"('instance', 'when')",15,4.470626534671723
2259,"('offer', 'many')",15,4.474284500635104
2527,"('personal', 'goals')",15,4.241272028186511
7991,"('her', 'to')",15,0.06906808370402828
2357,"('during', 'difficult')",15,4.386359853551831
5394,"('success', 'but')",15,2.3221010973803224
5393,"('and', 'responsibilities')",15,2.3226755512484623
1230,"('own', 'abilities')",15,5.7381085320304415
2328,"('achieving', 'your')",15,4.408611102562229
2367,"('more', 'experienced')",15,4.38171861997418
1035,"('college', 'courses')",15,6.0755341288533415
6753,"('of', 'summer')",15,1.4424732353615326
6906,"('and', 'getting')",15,1.3133376866691258
2479,"('first', 'hand')",15,4.275662771858375
1135,"('taking', 'advantage')",15,5.90285581051058
6633,"('decide', 'to')",15,1.5337363507074713
5720,"('or', 'any')",15,2.144585115524734
2567,"('this', 'practice')",15,4.201280052729622
6749,"('the', 'steps')",15,1.4443362212506585
6748,"('may', 'help')",15,1.4444815459064628
2377,"('about', 'what')",15,4.368546165325508
6635,"('the', 'safety')",15,1.5331454882085147
2239,"('find', 'new')",15,4.491495307682843
2313,"('the', 'majority')",15,4.422962570458093
5286,"('achieving', 'their')",15,2.390356598697462
952,"('better', 'results')",15,6.271006922158588
2317,"('week', 'has')",15,4.4191044070580965
8109,"('with', 's')",15,-0.17931224045351968
2667,"('of', 'trouble')",15,4.1191783047102675
5290,"('can', 'quickly')",15,2.389694120622295
2672,"('the', 'ocean')",15,4.118107988929673
8369,"('person', 'and')",15,-0.9670439627285639
1260,"('going', 'through')",15,5.680807773071283
6518,"('in', 'meaningful')",15,1.621064374426144
6645,"('options', 'in')",15,1.523895715419144
6740,"('media', 'and')",15,1.4499107395445705
5567,"('time', 'however')",15,2.232312381666148
5494,"('of', 'finding')",15,2.268754660760777
8413,"('and', 'new')",15,-1.1316370967638214
8387,"('world', 'the')",15,-1.0248499649123701
918,"('particularly', 'those')",15,6.324572794402052
7872,"('time', 'or')",15,0.26685714137562755
916,"('thinking', 'skills')",15,6.325852211808218
1939,"('as', 'simple')",15,4.825177208991111
7524,"('of', 'traditional')",15,0.7457199091828208
3677,"('are', 'trying')",15,3.3670001234439866
3672,"('have', 'higher')",15,3.368931302651813
331,"('initial', 'impression')",15,8.28826345283907
4593,"('experiences', 'i')",15,2.7996990031659905
7933,"('experience', 'can')",15,0.16403398545193681
4608,"('a', 'direct')",15,2.7934402127002613
6011,"('career', 'i')",15,1.9722618178771043
8204,"('and', 'after')",15,-0.42734619574319055
1877,"('you', 'see')",15,4.888825777979228
7482,"('and', 'bring')",15,0.7950462255932571
381,"('keep', 'pushing')",15,8.07775195410316
1940,"('simple', 'as')",15,4.825177208991111
3607,"('stay', 'positive')",15,3.4106542723496958
7470,"('is', 'what')",15,0.8057538958184196
1944,"('curfews', 'are')",15,4.823064890982884
4636,"('s', 'first')",15,2.7783217287409556
4638,"('traits', 'that')",15,2.7782707885496585
3684,"('are', 'known')",15,3.360274260255675
307,"('initial', 'impressions')",15,8.392335906986755
8281,"('me', 'and')",15,-0.6345395822547424
1904,"('it', 'enables')",15,4.8601724703999025
4495,"('who', 'would')",15,2.86283855145048
4498,"('capabilities', 'and')",15,2.8615416373801636
7583,"('example', 'for')",15,0.6616107805499567
6055,"('confident', 'and')",15,1.9456059021686372
272,"('solving', 'abilities')",15,8.535178851826524
4508,"('is', 'far')",15,2.8541169173798195
3736,"('to', 'hone')",15,3.329595633927248
6269,"('guidance', 'can')",15,1.8072783020114862
3726,"('choose', 'their')",15,3.3398668282437676
3722,"('and', 'optimism')",15,3.341534578499779
7918,"('access', 'a')",15,0.18575763547902113
4538,"('and', 'apply')",15,2.834574589779894
6278,"('their', 'physical')",15,1.8014469134596425
3706,"('is', 'worth')",15,3.352719133297793
1899,"('many', 'schools')",15,4.865412856305518
4550,"('leave', 'a')",15,2.8282056308609356
4553,"('love', 'to')",15,2.827095293398063
4639,"('was', 'often')",15,2.7777365668130187
6309,"('and', 'consideration')",15,1.7821071698857587
1953,"('most', 'beneficial')",15,4.804337589747828
8581,"('and', 'from')",15,-2.911877526118033
3483,"('be', 'particularly')",15,3.4946847685877174
6327,"('and', 'strategies')",15,1.7692831295281763
3471,"('morale', 'and')",15,3.501999250693025
8042,"('achieve', 'the')",15,-0.04416343996920702
1583,"('be', 'advantageous')",15,5.249572270751187
7364,"('to', 'problems')",15,0.9296650270386095
487,"('at', 'night')",15,7.648496515590473
7354,"('to', 'quickly')",15,0.9372782111484845
8079,"('and', 'made')",15,-0.11444148150130218
3445,"('up', 'new')",15,3.5202744307777856
498,"('recent', 'studies')",15,7.631480060707714
4760,"('handle', 'the')",15,2.703070489650827
1573,"('spite', 'of')",15,5.256681828460202
7338,"('s', 'time')",15,0.9453503328223718
4780,"('consequences', 'for')",15,2.6860342544891758
7332,"('can', 'impact')",15,0.9547570639057454
7324,"('the', 'option')",15,0.9635309518207933
4722,"('also', 'had')",15,2.7264765746434634
6483,"('friends', 'can')",15,1.6573157959517424
1954,"('acts', 'as')",15,4.803803558198545
1983,"('reaching', 'our')",15,4.759045773934108
3569,"('is', 'evidence')",15,3.434402930891501
4659,"('are', 'key')",15,2.7597389556140577
8462,"('success', 'a')",15,-1.4372093093114913
4665,"('talents', 'and')",15,2.756572077778621
423,"('seeking', 'multiple')",15,7.899843594708372
3538,"('and', 'fulfillment')",15,3.460179074998397
4669,"('is', 'therefore')",15,2.7545812438289055
5990,"('experienced', 'a')",15,1.9860852906426558
4671,"('impacts', 'of')",15,2.7541814879310174
4677,"('our', 'experiences')",15,2.7499816915058695
437,"('common', 'goal')",15,7.833189108256594
3524,"('required', 'for')",15,3.4706965906866785
7403,"('food', 'and')",15,0.8959751344440363
3507,"('must', 'also')",15,3.476280474138907
3504,"('is', 'actually')",15,3.4770472682999944
7392,"('of', 'research')",15,0.9109069916184716
6321,"('on', 'his')",15,1.7736724538642186
8051,"('factors', 'and')",15,-0.05799633451155728
6258,"('effective', 'in')",15,1.8170920917631932
7308,"('with', 'all')",15,0.9756902200612387
6211,"('together', 'can')",15,1.8486487364313469
7881,"('unique', 'to')",15,0.2515931219259713
4062,"('assess', 'the')",15,3.1181079889296726
7812,"('the', 'guidance')",15,0.36576716887654825
4239,"('which', 'will')",15,3.011470383157203
4242,"('grow', 'as')",15,3.008623350087042
1783,"('when', 'compared')",15,4.99571757941548
1784,"('health', 'benefits')",15,4.995279123129343
1787,"('s', 'easy')",15,4.993003308413787
67,"('public', 'speaking')",15,10.635149964952888
3779,"('to', 'eat')",15,3.2900672697406073
4257,"('a', 'computer')",15,2.9959330765990018
6136,"('with', 'so')",15,1.90108926614068
73,"('far', 'outweigh')",15,10.570298820602918
8239,"('more', 'students')",15,-0.5326766823547189
4020,"('a', 'passion')",15,3.141363516120567
4018,"('to', 'successfully')",15,3.1419686307514745
8260,"('to', 'physical')",15,-0.6011417036356406
4005,"('their', 'progress')",15,3.147221750301373
4063,"('the', 'argument')",15,3.1181079889296726
43,"('think', 'critically')",15,11.045671983109237
8627,"('in', 'to')",15,-5.07116523280148
8447,"('is', 'our')",15,-1.347720584843298
8246,"('and', 'each')",15,-0.5628227503632175
4152,"('independence', 'and')",15,3.0659001358863485
7864,"('activities', 'for')",15,0.2780515127442804
7875,"('of', 'family')",15,0.2627056160879704
4177,"('work', 'through')",15,3.0489892754809276
4144,"('when', 'used')",15,3.067867365171317
8252,"('them', 'is')",15,-0.5804030038839052
6167,"('prevent', 'the')",15,1.8810687916288238
7855,"('and', 'where')",15,0.2902540735560848
4127,"('group', 'also')",15,3.0774532020413226
4126,"('use', 'my')",15,3.0784243725232905
4192,"('to', 'burnout')",15,3.04008901673226
4115,"('on', 'society')",15,3.084314741205066
4199,"('a', 'average')",15,3.03601051597434
4207,"('you', 'stay')",15,3.0305396120327757
4097,"('of', 'adding')",15,3.097483233610948
4088,"('skills', 'while')",15,3.1018873706530172
7767,"('and', 'set')",15,0.42959075516497336
8445,"('you', 'in')",15,-1.3331319359607328
4288,"('to', 'teach')",15,2.9759586793125443
1841,"('another', 'way')",15,4.935145173419922
8617,"(',', 'to')",15,-3.9387514207552705
3875,"('the', 'house')",15,3.2250231928461837
3870,"('space', 'for')",15,3.2259630015958294
6240,"('for', 'certain')",15,1.830238977373817
3851,"('support', 'they')",15,3.24343986486922
7905,"('open', 'the')",15,0.20664466353132838
4432,"('s', 'essential')",15,2.9017455635087153
4433,"('all', 'these')",15,2.90007825548496
8610,"('that', 'of')",15,-3.6184019433206203
7629,"('of', 'face')",15,0.6089835723910824
3814,"('useful', 'in')",15,3.2663994931267837
1863,"('skills', 'necessary')",15,4.903947993041108
3813,"('believed', 'in')",15,3.2663994931267837
4450,"('and', 'drama')",15,2.88902237380227
6077,"('from', 'taking')",15,1.9328976529654938
7618,"('why', 'the')",15,0.6277823623465899
6251,"('the', 'content')",15,1.823924884525212
7692,"('of', 'health')",15,0.5342158039891096
3888,"('to', 'draw')",15,3.2141184165073113
4293,"('of', 'joy')",15,2.9737478651887024
1834,"('this', 'issue')",15,4.943783830437258
3975,"('and', 'expertise')",15,3.1631973372412645
3970,"('but', 'if')",15,3.166990912635473
3969,"('s', 'future')",15,3.1673087956532484
7760,"('and', 'body')",15,0.4397149724386793
7754,"('consider', 'a')",15,0.45104801525318194
1812,"('should', 'always')",15,4.959978234711954
1710,"('portrayal', 'of')",15,5.076109582818379
4324,"('enhance', 'the')",15,2.955836560030793
1709,"('majority', 'of')",15,5.076109582818379
3939,"('tools', 'for')",15,3.1856052639796886
7894,"('the', 'courses')",15,0.22502319284618366
1825,"('helping', 'us')",15,4.951007776424728
122,"('true', 'selves')",15,9.788353989361909
6112,"('in', 'creating')",15,1.9151770914453827
4346,"('college', 'i')",15,2.9420296164576882
8229,"('the', 'great')",15,-0.4839280251504263
4358,"('reduce', 'their')",15,2.9363249678027543
7312,"('what', 'it')",15,0.9712876628457003
2391,"('we', 'look')",15,4.357052546713874
4802,"('while', 'at')",15,2.6765108917600706
4961,"('increases', 'the')",15,2.579688074145544
3114,"('its', 'potential')",15,3.7825332194294816
747,"('emphasis', 'on')",15,6.766138781178814
5813,"('rewarding', 'and')",15,2.0976089956136867
7135,"('of', 'themselves')",15,1.130149422531268
5024,"('and', 'appreciate')",15,2.54506797258491
7143,"('to', 'financial')",15,1.1244812040226329
1461,"('greater', 'understanding')",15,5.38584122111094
859,"('build', 'confidence')",15,6.456346812164121
5017,"('of', 'extending')",15,2.5488625799535107
5013,"('outlook', 'can')",15,2.551057108561185
731,"('different', 'countries')",15,6.8044391222396605
5008,"('our', 'physical')",15,2.5532011982368523
6998,"('technology', 'on')",15,1.2304313952597106
2922,"('release', 'of')",15,3.915644910625133
5180,"('and', 'wellbeing')",15,2.460179074998397
729,"('mastered', 'you')",15,6.811289177508211
6986,"('of', 'multiple')",15,1.2447091867941253
5185,"('building', 'a')",15,2.4578371809158206
5002,"('a', 'game')",15,2.556401015399409
6410,"('example', 'an')",15,1.7168443680410554
1507,"('are', 'countless')",15,5.327107396320475
6406,"('and', 'reducing')",15,1.7190973723599576
8095,"('factors', 'to')",15,-0.14793779108536143
3152,"('the', 'economy')",15,3.7555379095449624
5875,"('courses', 'that')",15,2.0551109939084817
1437,"('attitude', 'towards')",15,5.418158364195847
7958,"('to', 'providing')",15,0.12883322856234258
709,"('meet', 'new')",15,6.862229580344852
5194,"('how', 'one')",15,2.453773091059695
5158,"('if', 'one')",15,2.471735570354106
5045,"('the', 'second')",15,2.5331454882085147
5814,"('information', 'that')",15,2.0973392292977806
1486,"('heavily', 'on')",15,5.351101281899968
821,"('allowing', 'cell')",15,6.5527654510235465
5112,"('education', 'or')",15,2.494902934085424
3017,"('s', 'ideas')",15,3.8545213546223565
7064,"('in', 'several')",15,1.1854794977432128
818,"('an', 'attractive')",15,6.5627669463581455
7059,"('the', 'values')",15,1.1884973168210706
3024,"('encourages', 'students')",15,3.848548596216414
7079,"('or', 'take')",15,1.1687110128788127
810,"('enabling', 'them')",15,6.588291104036703
7969,"('not', 'an')",15,0.11525614937503192
808,"('towards', 'achieving')",15,6.605110377198812
5127,"('making', 'one')",15,2.4866003330750637
5824,"('individuals', 'are')",15,2.091658822158582
8545,"('and', 'people')",15,-2.2195020829758967
5050,"('flexibility', 'in')",15,2.5294338989605762
5842,"('the', 'atmosphere')",15,2.0841606570063327
5071,"('how', 'people')",15,2.517483796411039
5821,"('with', 'hard')",15,2.0929199522799706
3066,"('could', 'create')",15,3.821958501419047
3069,"('we', 'set')",15,3.81923302939186
1491,"('different', 'options')",15,5.346388734000723
5063,"('world', 's')",15,2.5238171222507546
5142,"('or', 'family')",15,2.4797324994440686
5143,"('me', 'i')",15,2.479579174704064
854,"('better', 'manage')",15,6.468606882043748
2958,"('ancient', ',')",15,3.8897996576851313
7306,"('out', 'for')",15,0.9774970686494875
2151,"('overall', 'technology')",15,4.583965178633914
1518,"('reach', 'out')",15,5.31240552864212
2193,"('a', 'disadvantage')",15,4.541901445704294
4871,"('and', 'depression')",15,2.6352657815564875
8147,"('group', 'and')",15,-0.29318095741847827
900,"('few', 'years')",15,6.369323073201645
7255,"('risk', 'and')",15,1.0196064836124137
609,"('i', 'knew')",15,7.1800188928451565
6969,"('order', 'for')",15,1.259605845423465
3294,"('return', 'to')",15,3.6415396402419873
8428,"('it', 'this')",15,-1.191826806479721
2200,"('will', 'give')",15,4.535032339214215
5916,"('you', 'take')",15,2.0256656376643036
5219,"('how', 'important')",15,2.4369440079188216
592,"('unique', 'perspectives')",15,7.259850222601274
3327,"('pursue', 'our')",15,3.6204405357045992
1435,"('plays', 'an')",15,5.420747941485718
589,"('school', 'districts')",15,7.271372980021816
2857,"('decide', 'on')",15,3.9702794979590372
7273,"('is', 'most')",15,1.009767787840012
7949,"('from', 'this')",15,0.1428839305169518
6367,"('and', 'enjoyable')",15,1.7439720409989867
2855,"('has', 'always')",15,3.971243060807769
7285,"('that', 'knowledge')",15,0.9984385447715916
8356,"('and', 'benefits')",15,-0.9083897450077565
4834,"('and', 'drive')",15,2.6587247543804757
8568,"('when', 'and')",15,-2.594793403461985
7298,"('their', 'way')",15,0.9862298736290676
5232,"('the', 'chances')",15,2.4229625704580933
5790,"('be', 'possible')",15,2.1038948155555524
8571,"('as', 'in')",15,-2.6794194687221555
1554,"('meaningful', 'way')",15,5.2758708637614085
2849,"('a', 'rich')",15,3.976304269850072
6955,"('in', 'extra')",15,1.2710309418584274
4880,"('become', 'one')",15,2.631427197630856
3016,"('to', 'purchase')",15,3.855664445594833
3270,"('helps', 'you')",15,3.6601251041745577
6479,"('start', 'a')",15,1.6621956794220054
625,"('best', 'fit')",15,7.142437280966492
5798,"('team', 'can')",15,2.1001875034273105
1298,"('be', 'overlooked')",15,5.617304055251672
7220,"('members', 'to')",15,1.048309523537231
7239,"('a', 'less')",15,1.0360105159743398
3213,"('of', 'pride')",15,3.7041408054314218
7199,"('studies', 'in')",15,1.07202144795993
3268,"('cultivate', 'a')",15,3.6621956794220054
631,"('what', 'kind')",15,7.106898299762676
1540,"('world', 'where')",15,5.288004185151987
7247,"('our', 'success')",15,1.0308965924515405
1530,"('would', 'allow')",15,5.300153267818104
5796,"('their', 'job')",15,2.1012093525445366
5207,"('a', 'detrimental')",15,2.4442906490778746
623,"('time', 'consuming')",15,7.150764418983309
2254,"('my', 'goal')",14,4.476600005922613
2198,"('comfortable', 'with')",14,4.536619653840489
6223,"('goals', 'i')",14,1.839173584615164
6448,"('the', 'nature')",14,1.6829692835943177
6595,"('of', 'control')",14,1.5641908634346002
1475,"('will', 'bring')",14,5.3690012538763945
1479,"('rooted', 'in')",14,5.364803197187776
1727,"('increasingly', 'important')",14,5.0566323461468485
1828,"('positive', 'influence')",14,4.948277310645366
1402,"('skills', 'needed')",14,5.484952480193581
1754,"('term', 'success')",14,5.03366274757283
1418,"('difficult', 'situation')",14,5.45497355655338
6180,"('body', 'is')",14,1.8716206650191225
2178,"('develop', 'skills')",14,4.555835966350092
6150,"('way', 'they')",14,1.8933607296677089
2206,"('i', 'eventually')",14,4.527229578300425
1463,"('so', 'much')",14,5.385322303386879
6480,"('a', 'study')",14,1.6599572072260074
6589,"('turn', 'to')",14,1.567094947653903
6216,"('and', 'express')",14,1.846070228617723
2235,"('refer', 'to')",14,4.493094366210126
2226,"('are', 'generally')",14,4.501136796095523
1804,"('my', 'imagination')",14,4.968135642675502
5815,"('me', 'an')",14,2.0972105937366976
6215,"('and', 'confident')",14,1.846070228617723
1467,"('who', 'want')",14,5.38221271054406
6450,"('interact', 'and')",14,1.6825714963348446
1458,"('difficult', 'tasks')",14,5.392464355075369
6485,"('ways', 'it')",14,1.6555200910347736
1763,"('is', 'unlikely')",14,5.021367784523807
2382,"('distribution', 'of')",14,4.363597032376713
6152,"('their', 'social')",14,1.8926804951438854
8063,"('and', 'offer')",14,-0.07612761977864224
5770,"('path', 'that')",14,2.1168562273906275
8446,"('being', 'and')",14,-1.3334408216537845
2224,"('a', 'false')",14,4.501259461206949
6425,"('your', 'time')",14,1.707085916729504
6231,"('balance', 'of')",14,1.8352180600219228
2309,"('inactivity', 'can')",14,4.4261361165903566
8439,"('the', 'technology')",14,-1.2947426492038971
2099,"('an', 'issue')",14,4.62077254979371
1368,"('great', 'benefit')",14,5.528752582667092
5992,"('invaluable', 'in')",14,1.984660488355118
6310,"('the', 'public')",14,1.7815331180779097
2101,"('by', 'looking')",14,4.6189953881757155
5997,"('feel', 'that')",14,1.983589696527165
2106,"('relationship', 'with')",14,4.614622165841762
6375,"('the', 'digital')",14,1.7384643961860213
2108,"('even', 'after')",14,4.61382619614384
2116,"('significance', 'of')",14,4.604605131880508
5883,"('in', 'every')",14,2.051386602155933
2119,"('the', 'advent')",14,4.603534816099913
8471,"('often', 'the')",14,-1.4929921075786616
8047,"('on', 'important')",14,-0.05297585434126617
6304,"('of', 'getting')",14,1.7879123452435692
1602,"('educational', 'experiences')",14,5.212179465264455
5904,"('however', 'they')",14,2.0328070760587487
8067,"('the', 'greater')",14,-0.08496528872965214
1579,"('could', 'cause')",14,5.254366946289796
1559,"('for', 'excellence')",14,5.265978680443705
1375,"('be', 'immensely')",14,5.517768381700758
1563,"('collaborate', 'with')",14,5.260985211227062
5724,"('that', 'does')",14,2.142945456259291
1566,"('advent', 'of')",14,5.256681828460202
6366,"('not', 'provide')",14,1.7444803284321786
2055,"('long', 'been')",14,4.664850199168306
2059,"('this', 'concept')",14,4.662044825665593
1597,"('high', 'schools')",14,5.220492339635683
2072,"('come', 'into')",14,4.649984849604383
1991,"('s', 'perspective')",14,4.7403883048584845
6326,"('of', 'respect')",14,1.7694160016261797
1596,"('suited', 'for')",14,5.221584561085255
1989,"('attitude', 'helps')",14,4.746818411803062
5975,"('we', 'would')",14,1.9938723192799408
2083,"('be', 'quite')",14,4.639074677922892
1930,"('a', 'thorough')",14,4.838294448484522
6024,"('low', 'and')",14,1.9663644623354344
1926,"('our', 'failures')",14,4.840082346025014
6434,"('students', 'stay')",14,1.7018699392663592
2338,"('teachers', 'should')",14,4.398599080650971
8052,"('work', 'for')",14,-0.05932677464597447
1690,"('set', 'goals')",14,5.098208979094675
5682,"('efforts', 'to')",14,2.1711662713227646
2346,"('connection', 'with')",14,4.392229744505315
6433,"('can', 'change')",14,1.7026537517877713
1858,"('which', 'approach')",14,4.907283351334662
5758,"('drawbacks', 'for')",14,2.1264273280449153
8473,"('way', 'the')",14,-1.5049896406782572
1696,"('valuable', 'experience')",14,5.095497994818931
1699,"('research', 'into')",14,5.090806374653461
1845,"('invest', 'in')",14,4.928704082381103
6241,"('writing', 'to')",14,1.8301293534876955
6238,"('honest', 'and')",14,1.8317149356406546
6096,"('challenges', 'it')",14,1.924806706180906
6097,"('of', 'space')",14,1.9244853981190104
2154,"('into', 'college')",14,4.581920574659229
2269,"('career', 'before')",14,4.468265635537854
8440,"('attitude', 'to')",14,-1.2987197049517007
8020,"('to', 'four')",14,-0.005156501317699735
